transaction_id,account_id,transaction_date,amount
161,997391,2024-09-03,31.89
162,997391,2024-09-23,767.77
163,749700,2024-05-12,509.74
164,997391,2024-08-16,880.85
165,653167,2024-07-11,541.27
166,653167,2024-02-02,755.87
167,749700,2024-09-15,239.18
168,379154,2024-03-14,946.27
169,274068,2024-07-26,946.45
170,379154,2022-05-09,288.7
171,653167,2024-04-14,93.35
172,274068,2024-03-18,725.15
173,997391,2021-08-04,971.82
174,653167,2023-05-05,699.84
175,653167,2023-12-28,75.59
176,749700,2022-01-10,311.09
177,379154,2023-11-19,631.6
178,997391,2023-03-14,56.42
179,274068,2024-04-27,350.7
180,379154,2024-09-20,761.06
181,749700,2024-08-26,251.05
182,274068,2024-05-03,502.81
183,653167,2024-04-25,852.77
184,749700,2024-06-18,585.08
185,379154,2024-05-17,41.22
186,653167,2024-05-06,117.78
187,653167,2023-01-14,468.53
188,653167,2023-09-24,280.25
189,653167,2023-02-06,505.58
190,997391,2023-08-15,106.55
191,274068,2024-08-07,592.98
192,749700,2024-02-22,204.79
193,653167,2024-08-28,122.69
194,749700,2024-07-21,337.5
195,379154,2023-03-27,565.77
196,749700,2024-09-18,853.51
197,274068,2024-04-24,146.27
198,749700,2023-01-05,53.16
199,653167,2024-08-27,420.67
200,997391,2024-07-11,954.76
201,749700,2024-03-08,237.39
202,653167,2024-05-19,797.43
203,653167,2022-01-14,855.88
204,749700,2024-07-30,492.26
205,749700,2023-04-01,690.61
206,749700,2022-07-23,209.16
207,997391,2024-05-02,475.98
208,274068,2024-08-07,840.9
209,997391,2024-06-13,671.08
210,274068,2024-09-04,280.06
211,379154,2024-07-03,111.81
212,274068,2022-06-26,426.28
213,997391,2021-07-03,287.65
214,379154,2024-08-15,238.13
215,274068,2024-09-05,12.22
216,997391,2023-07-11,53.98
217,274068,2024-03-19,179.12
218,379154,2024-08-21,3.82
219,997391,2024-03-21,399.3
220,749700,2024-08-19,150.54
221,997391,2024-07-19,874.04
222,749700,2022-09-11,465.39
223,997391,2024-09-03,472.25
224,274068,2021-06-06,325.01
225,653167,2024-03-17,657.85
226,749700,2021-11-21,952.51
227,274068,2024-01-03,643.49
228,749700,2024-02-29,115.58
229,274068,2024-09-21,709.23
230,274068,2021-08-25,667.9
231,274068,2022-10-15,426.64
232,749700,2024-09-18,169.13
233,379154,2023-01-10,178.05
234,379154,2023-04-01,568.93
235,749700,2023-02-06,132.16
236,749700,2024-02-07,854.53
237,997391,2022-12-10,135.8
238,379154,2023-03-10,959.64
239,274068,2021-10-06,921.76
240,653167,2024-04-26,44.03
241,997391,2023-09-30,601.35
242,274068,2021-11-15,376.4
243,749700,2024-05-31,678.13
244,653167,2024-06-23,113.81
245,379154,2024-06-06,940.2
246,749700,2024-05-07,502.6
247,653167,2024-04-07,992.23
248,749700,2023-03-27,798.92
249,997391,2024-01-17,197.71
250,749700,2024-02-01,928.62
251,749700,2024-08-31,925.02
252,749700,2021-04-10,954.09
253,379154,2024-04-10,262.0
254,274068,2021-07-02,959.22
255,749700,2024-05-26,128.86
256,749700,2024-04-10,841.89
257,749700,2024-02-23,292.97
258,997391,2023-11-09,167.27
259,274068,2024-03-08,248.51
260,653167,2024-07-12,480.31
261,997391,2021-03-02,7.89
262,749700,2022-04-09,135.54
263,749700,2024-09-10,651.54
264,653167,2022-05-19,720.36
265,653167,2024-03-23,308.93
266,379154,2024-03-18,262.71
267,997391,2024-08-23,610.64
268,274068,2024-09-07,861.79
269,653167,2024-04-01,896.92
270,274068,2021-01-29,778.19
271,749700,2023-08-29,830.24
272,997391,2024-07-09,94.08
273,379154,2021-02-08,937.63
274,274068,2024-04-10,129.24
275,997391,2024-08-27,228.9
276,653167,2024-09-10,48.47
277,274068,2024-06-14,205.15
278,274068,2024-07-23,229.18
279,997391,2024-04-28,430.02
280,274068,2024-05-21,878.11
281,997391,2023-02-15,603.25
282,749700,2024-08-19,998.32
283,997391,2024-04-02,948.22
284,274068,2022-02-05,731.38
285,997391,2024-08-30,369.96
286,379154,2024-02-12,691.18
287,274068,2022-06-02,27.73
288,653167,2024-01-12,77.22
289,274068,2021-01-30,173.39
290,379154,2021-03-19,632.04
291,749700,2024-06-22,911.22
292,379154,2021-11-03,304.51
293,997391,2021-10-28,912.98
294,379154,2024-04-16,973.04
295,997391,2024-06-09,758.01
296,653167,2022-07-05,264.47
297,653167,2023-07-20,728.71
298,749700,2024-09-17,491.03
299,749700,2024-01-14,42.68
300,653167,2024-05-31,606.71
301,379154,2022-10-19,519.18
302,749700,2022-05-05,509.03
303,997391,2023-07-17,803.47
304,997391,2024-06-06,371.68
305,997391,2021-02-16,589.28
306,274068,2024-02-19,139.55
307,997391,2024-04-24,300.87
308,997391,2022-07-13,527.09
309,379154,2023-08-23,304.52
310,997391,2021-07-25,86.88
311,749700,2024-06-02,321.34
312,274068,2024-04-21,792.76
313,379154,2024-06-13,55.83
314,749700,2022-07-09,244.71
315,653167,2024-02-14,463.77
316,997391,2021-09-09,498.74
317,379154,2021-09-04,332.58
318,379154,2024-04-27,178.94
319,653167,2024-03-04,445.38
320,653167,2024-07-23,458.99
321,379154,2024-08-18,554.37
322,379154,2024-04-08,225.13
323,997391,2024-02-14,167.82
324,997391,2023-11-23,865.19
325,653167,2024-01-15,613.32
326,997391,2024-03-08,116.64
327,653167,2021-10-23,324.4
328,274068,2024-06-08,65.45
329,379154,2024-09-16,125.04
330,379154,2024-07-30,811.99
331,749700,2024-07-14,706.17
332,653167,2024-03-25,685.22
333,997391,2024-08-21,997.79
334,274068,2024-03-19,305.43
335,749700,2024-06-29,584.64
336,379154,2024-03-21,937.42
337,749700,2024-09-18,971.22
338,379154,2022-06-27,794.74
339,997391,2024-09-11,619.33
340,749700,2024-05-14,598.32
341,749700,2024-01-19,981.72
342,274068,2024-06-13,976.89
343,653167,2024-07-22,444.55
344,653167,2021-12-05,175.06
345,653167,2024-01-06,976.51
346,379154,2024-07-20,241.73
347,997391,2024-01-13,979.49
348,749700,2022-09-22,475.44
349,274068,2021-02-27,919.11
350,274068,2022-07-20,883.17
351,749700,2024-08-20,605.72
352,997391,2021-11-28,209.67
353,653167,2024-08-09,778.85
354,274068,2024-04-28,758.94
355,997391,2021-12-18,743.71
356,749700,2024-03-05,533.84
357,997391,2024-04-18,15.58
358,997391,2023-10-07,813.5
359,749700,2024-03-05,329.11
360,274068,2024-09-22,500.76
361,749700,2024-05-12,83.48
362,379154,2024-09-16,679.32
363,379154,2024-02-27,485.61
364,274068,2024-01-04,880.27
365,274068,2024-09-09,893.95
366,653167,2021-11-23,366.36
367,997391,2024-03-18,568.07
368,749700,2024-04-01,210.2
369,749700,2021-05-12,760.32
370,274068,2024-02-12,62.71
371,749700,2021-04-18,692.02
372,653167,2022-10-25,815.5
373,379154,2024-09-09,704.86
374,274068,2024-08-04,926.54
375,379154,2021-09-19,25.97
376,653167,2024-09-27,158.83
377,997391,2024-06-19,549.84
378,653167,2024-09-19,184.64
379,379154,2024-08-12,306.45
380,379154,2021-04-03,926.46
381,997391,2022-10-14,299.94
382,379154,2024-06-17,261.26
383,749700,2024-02-26,107.3
384,379154,2024-06-01,350.11
385,274068,2024-04-10,924.71
386,379154,2021-12-05,520.96
387,749700,2022-10-26,52.49
388,997391,2022-11-10,759.29
389,997391,2021-05-22,467.55
390,749700,2021-01-31,39.1
391,653167,2024-06-18,560.47
392,379154,2021-04-01,810.96
393,379154,2021-10-20,966.98
394,274068,2024-03-21,610.63
395,997391,2024-08-19,762.97
396,653167,2024-07-09,724.28
397,749700,2021-05-27,262.52
398,274068,2024-06-12,16.34
399,274068,2024-01-20,379.05
400,274068,2024-02-02,637.29
401,274068,2024-02-04,647.34
402,997391,2024-04-05,865.52
403,653167,2021-09-07,288.65
404,379154,2022-04-28,580.15
405,274068,2024-03-20,50.23
406,653167,2024-03-28,838.85
407,749700,2024-04-23,185.5
408,749700,2024-02-22,57.28
409,379154,2024-09-24,559.23
410,653167,2024-03-13,783.76
411,379154,2024-06-15,307.66
412,997391,2024-04-01,321.48
413,997391,2021-11-24,300.26
414,997391,2022-12-11,150.4
415,653167,2024-06-06,13.51
416,997391,2024-03-11,302.84
417,653167,2024-01-17,676.87
418,749700,2024-08-28,934.75
419,653167,2023-08-02,123.29
420,379154,2024-01-12,831.45
421,379154,2023-10-27,473.01
422,653167,2024-02-20,324.29
423,379154,2022-12-31,634.29
424,749700,2024-03-20,553.91
425,997391,2024-01-31,775.15
426,749700,2024-04-26,333.6
427,379154,2024-03-30,752.87
428,749700,2024-08-18,842.74
429,653167,2023-01-28,198.23
430,379154,2024-01-15,201.58
431,997391,2024-06-15,662.16
432,653167,2024-02-12,944.34
433,749700,2023-06-13,636.24
434,749700,2022-09-14,21.68
435,653167,2021-10-21,180.59
436,274068,2024-01-24,689.09
437,749700,2024-08-01,278.99
438,749700,2024-02-16,389.92
439,274068,2024-06-06,346.09
440,274068,2024-06-13,926.39
441,749700,2024-03-11,126.65
442,379154,2024-02-13,456.65
443,653167,2023-09-05,557.27
444,749700,2024-09-09,773.75
445,274068,2024-07-22,340.24
446,274068,2024-05-12,974.65
447,379154,2022-08-21,918.87
448,749700,2024-08-30,925.36
449,274068,2024-07-13,300.43
450,653167,2024-07-04,212.67
451,997391,2024-06-02,715.39
452,274068,2024-07-29,740.91
453,653167,2021-04-02,933.92
454,997391,2024-04-03,660.13
455,274068,2024-09-02,727.37
456,997391,2024-06-27,1.06
457,379154,2023-11-28,729.31
458,749700,2021-02-25,496.41
459,653167,2024-02-01,792.03
460,749700,2024-04-13,144.18
461,274068,2024-09-09,767.45
462,997391,2024-06-28,581.02
463,379154,2023-08-26,821.28
464,749700,2024-07-07,475.53
465,653167,2024-08-07,769.73
466,274068,2024-06-30,822.78
467,379154,2024-06-04,733.38
468,274068,2024-06-06,303.98
469,997391,2024-09-03,674.1
470,749700,2024-09-19,180.41
471,997391,2024-03-13,702.52
472,653167,2024-02-28,580.76
473,653167,2022-03-31,135.54
474,997391,2023-05-03,848.76
475,379154,2024-08-30,153.26
476,749700,2022-10-20,325.48
477,997391,2024-06-21,764.87
478,379154,2024-09-14,761.53
479,379154,2024-06-10,536.16
480,997391,2024-07-28,166.62
481,997391,2023-11-21,300.93
482,274068,2024-03-20,995.53
483,274068,2024-02-10,100.56
484,274068,2024-03-09,3.52
485,274068,2024-09-26,386.96
486,653167,2023-09-20,757.16
487,274068,2024-08-21,865.67
488,749700,2024-01-16,804.4
489,749700,2024-03-09,870.89
490,379154,2024-05-13,294.78
491,653167,2023-08-24,59.84
492,379154,2024-09-08,744.88
493,997391,2021-03-13,475.94
494,274068,2024-01-15,474.16
495,379154,2024-08-27,65.34
496,379154,2024-07-17,41.85
497,653167,2024-01-22,178.56
498,653167,2024-08-20,800.99
499,274068,2024-03-18,892.82
500,997391,2024-08-24,127.82
501,997391,2024-04-18,687.1
502,379154,2024-07-17,843.78
503,274068,2024-08-18,700.9
504,274068,2024-07-03,188.72
505,653167,2024-04-09,128.75
506,749700,2024-02-06,546.21
507,997391,2024-01-29,649.84
508,379154,2021-10-30,625.47
509,274068,2024-06-24,859.3
510,997391,2023-05-22,193.48
511,653167,2024-01-07,62.03
512,997391,2024-06-27,123.4
513,274068,2024-06-29,244.09
514,379154,2024-06-23,532.11
515,653167,2022-08-02,659.44
516,997391,2024-08-17,69.2
517,749700,2024-03-09,330.56
518,749700,2024-07-18,852.47
519,653167,2022-03-09,455.64
520,749700,2024-03-02,18.84
521,997391,2024-07-10,577.46
522,379154,2024-02-17,547.08
523,274068,2024-06-01,494.54
524,997391,2024-09-13,706.96
525,749700,2024-05-04,58.02
526,379154,2024-09-21,219.89
527,379154,2024-02-23,92.33
528,379154,2024-09-30,876.04
529,379154,2021-03-18,645.28
530,379154,2024-03-12,814.93
531,749700,2024-06-08,331.14
532,274068,2021-10-04,294.48
533,997391,2024-04-06,817.63
534,749700,2022-01-12,428.44
535,274068,2024-01-07,694.97
536,749700,2024-07-27,771.32
537,274068,2024-05-29,364.82
538,379154,2024-03-22,302.17
539,653167,2022-12-02,729.44
540,274068,2021-07-22,314.92
541,274068,2024-06-28,491.81
542,749700,2023-03-28,726.29
543,274068,2024-02-22,484.38
544,749700,2022-02-13,526.45
545,997391,2024-08-29,132.03
546,379154,2024-03-29,543.08
547,379154,2023-02-26,771.91
548,749700,2024-04-25,811.59
549,379154,2024-05-09,722.27
550,653167,2024-08-07,68.5
551,997391,2022-09-11,871.66
552,997391,2024-08-30,846.89
553,274068,2024-09-25,189.75
554,274068,2022-07-06,402.57
555,749700,2024-08-25,74.23
556,997391,2024-05-30,635.32
557,997391,2022-03-24,58.72
558,653167,2024-07-31,800.4
559,653167,2021-06-27,244.29
560,749700,2024-05-05,587.65
561,653167,2024-03-08,295.64
562,274068,2022-08-30,21.07
563,749700,2024-08-11,107.2
564,274068,2022-07-20,11.71
565,653167,2024-04-02,131.43
566,274068,2024-06-21,201.14
567,274068,2024-08-25,406.28
568,379154,2024-04-03,994.97
569,997391,2024-03-26,837.26
570,997391,2021-01-07,298.28
571,379154,2024-09-30,969.63
572,653167,2024-02-19,952.98
573,749700,2024-09-21,690.05
574,997391,2022-07-24,825.87
575,653167,2024-07-13,216.25
576,997391,2024-01-11,920.33
577,379154,2024-09-27,13.85
578,274068,2021-01-28,633.7
579,274068,2024-06-06,780.62
580,997391,2022-10-29,965.16
581,653167,2024-05-01,19.41
582,997391,2024-08-06,409.01
583,379154,2024-02-01,810.04
584,379154,2024-01-09,873.95
585,653167,2021-05-07,333.63
586,379154,2024-02-09,834.23
587,653167,2024-01-22,607.13
588,997391,2024-06-20,161.23
589,379154,2024-09-27,16.05
590,653167,2024-06-15,267.22
591,997391,2024-08-11,7.36
592,997391,2024-09-16,739.58
593,997391,2024-03-01,735.46
594,749700,2024-03-10,354.77
595,749700,2024-09-07,103.91
596,997391,2022-10-17,271.95
597,997391,2024-07-04,566.53
598,379154,2023-04-10,497.73
599,379154,2024-09-12,314.03
600,379154,2022-03-10,346.31
601,653167,2022-12-22,116.72
602,274068,2021-01-03,225.72
603,749700,2024-03-15,205.18
604,653167,2021-11-11,546.23
605,274068,2024-01-15,129.77
606,379154,2024-04-16,541.39
607,749700,2024-05-12,905.18
608,274068,2024-08-18,502.06
609,274068,2021-11-15,745.42
610,749700,2021-04-18,45.95
611,749700,2024-08-03,858.71
612,653167,2024-02-23,97.2
613,274068,2024-08-06,779.06
614,749700,2024-01-02,695.02
615,379154,2022-09-06,145.53
616,653167,2024-01-06,484.49
617,749700,2024-08-01,632.26
618,274068,2024-07-05,29.71
619,749700,2021-06-01,90.57
620,749700,2024-06-19,478.77
621,274068,2022-05-16,766.94
622,749700,2024-06-02,726.3
623,653167,2024-03-03,431.67
624,749700,2024-09-25,591.24
625,653167,2024-06-12,765.48
626,379154,2024-02-22,919.3
627,274068,2024-01-04,273.18
628,749700,2024-03-16,461.52
629,749700,2024-02-11,818.07
630,274068,2024-09-24,32.62
631,379154,2024-06-04,257.72
632,749700,2024-08-14,292.25
633,653167,2024-01-03,241.54
634,653167,2024-01-07,825.3
635,997391,2024-07-08,32.95
636,379154,2022-11-10,347.48
637,749700,2024-09-05,321.78
638,379154,2024-06-15,539.76
639,379154,2024-05-09,841.3
640,274068,2022-10-29,585.02
641,749700,2024-02-18,803.46
642,379154,2024-01-03,149.07
643,997391,2024-07-08,255.7
644,274068,2024-09-22,379.17
645,997391,2024-04-09,328.46
646,379154,2024-09-12,93.3
647,749700,2024-05-19,83.2
648,997391,2023-04-22,74.47
649,997391,2024-08-23,19.27
650,997391,2021-03-29,58.79
651,274068,2024-05-03,314.55
652,997391,2024-09-29,421.34
653,379154,2024-03-31,539.43
654,749700,2022-12-16,710.63
655,653167,2024-01-23,71.4
656,997391,2023-04-23,392.48
657,997391,2024-03-23,664.7
658,274068,2024-09-30,943.09
659,379154,2023-11-02,25.92
660,749700,2024-07-21,706.95
661,749700,2022-12-02,268.25
662,274068,2024-01-31,168.23
663,274068,2023-06-15,465.88
664,379154,2024-03-15,294.6
665,379154,2024-05-04,786.53
666,379154,2024-02-19,45.87
667,997391,2021-10-18,509.95
668,274068,2024-08-03,304.72
669,379154,2024-02-08,693.24
670,379154,2024-02-07,666.44
671,997391,2024-07-23,456.89
672,749700,2021-09-10,951.88
673,749700,2021-10-30,748.42
674,379154,2024-05-10,479.82
675,749700,2024-08-14,100.59
676,653167,2024-01-23,771.08
677,274068,2022-12-09,37.57
678,379154,2024-04-04,30.94
679,274068,2022-05-25,680.2
680,653167,2024-08-25,573.97
681,997391,2023-10-28,944.39
682,997391,2022-10-31,119.75
683,997391,2021-03-06,533.12
684,749700,2024-04-28,253.22
685,997391,2021-03-09,599.1
686,274068,2024-05-15,207.75
687,749700,2024-06-20,588.47
688,379154,2023-11-17,401.49
689,749700,2024-01-08,473.31
690,653167,2024-02-26,971.28
691,379154,2024-08-24,570.72
692,274068,2021-04-02,107.85
693,653167,2021-10-24,859.21
694,997391,2024-05-01,937.08
695,749700,2024-05-12,911.24
696,997391,2024-05-24,400.73
697,653167,2024-07-30,362.16
698,379154,2024-08-26,792.03
699,749700,2024-01-18,148.7
700,379154,2024-08-20,837.57
701,653167,2024-01-11,535.96
702,379154,2024-01-21,582.81
703,653167,2024-07-12,918.37
704,274068,2024-05-23,666.79
705,997391,2022-04-20,181.66
706,379154,2024-03-05,290.75
707,274068,2024-09-09,724.92
708,997391,2021-08-17,322.69
709,997391,2022-11-25,356.92
710,274068,2024-02-15,143.16
711,749700,2024-09-25,623.26
712,749700,2024-09-16,444.28
713,274068,2024-07-09,753.71
714,749700,2024-03-01,406.94
715,379154,2024-04-10,826.77
716,653167,2024-05-03,394.18
717,653167,2024-02-18,38.89
718,379154,2024-06-20,989.16
719,274068,2021-04-17,399.66
720,749700,2024-04-30,352.99
721,749700,2024-06-22,364.49
722,379154,2021-06-16,132.3
723,379154,2024-04-26,211.92
724,653167,2024-04-20,875.75
725,749700,2024-01-09,482.16
726,379154,2022-11-21,861.35
727,749700,2024-02-29,628.49
728,379154,2024-01-21,731.57
729,653167,2024-06-14,267.23
730,274068,2024-07-28,636.95
731,653167,2024-01-11,569.29
732,274068,2021-08-19,189.49
733,379154,2024-08-16,822.3
734,653167,2024-06-05,174.65
735,379154,2021-04-05,290.35
736,274068,2023-02-05,158.27
737,274068,2024-02-05,854.07
738,749700,2024-09-06,289.51
739,653167,2024-03-02,20.28
740,997391,2024-06-14,985.2
741,997391,2024-09-06,60.23
742,274068,2024-06-23,785.25
743,749700,2024-09-03,584.24
744,653167,2024-06-22,555.92
745,274068,2024-01-27,984.17
746,274068,2024-01-09,996.52
747,749700,2024-02-29,893.57
748,653167,2024-02-12,273.29
749,274068,2023-06-14,234.02
750,749700,2021-03-08,318.67
751,749700,2024-09-28,835.03
752,379154,2024-04-04,320.3
753,997391,2024-01-13,564.34
754,379154,2023-04-05,759.88
755,274068,2024-05-20,596.21
756,274068,2022-09-03,669.12
757,997391,2024-05-14,400.35
758,379154,2024-02-01,117.96
759,749700,2024-06-17,583.27
760,997391,2024-05-10,952.94
761,997391,2022-11-16,478.21
762,653167,2023-12-03,802.75
763,653167,2023-02-25,573.84
764,997391,2024-07-04,362.91
765,997391,2024-09-05,66.49
766,379154,2024-01-18,778.14
767,653167,2024-07-08,589.59
768,749700,2024-01-19,67.66
769,379154,2024-01-26,495.59
770,749700,2022-05-28,468.64
771,379154,2022-05-21,337.77
772,749700,2024-09-28,303.93
773,274068,2024-02-06,877.1
774,274068,2024-01-22,758.15
775,653167,2023-05-05,664.3
776,749700,2024-04-22,741.31
777,749700,2022-11-30,685.37
778,274068,2024-07-09,168.76
779,749700,2022-06-23,324.48
780,749700,2021-03-22,990.54
781,653167,2024-05-17,861.96
782,997391,2024-05-25,635.23
783,379154,2024-04-09,845.42
784,274068,2024-07-25,23.11
785,379154,2024-01-12,800.77
786,274068,2024-09-24,656.79
787,997391,2024-04-03,157.24
788,653167,2024-03-16,127.91
789,653167,2023-07-29,366.33
790,997391,2023-02-16,172.34
791,274068,2024-01-27,617.93
792,274068,2024-06-10,256.75
793,274068,2024-01-20,365.03
794,997391,2023-04-08,689.34
795,379154,2024-03-23,489.34
796,997391,2024-04-06,601.22
797,749700,2024-04-10,4.1
798,997391,2023-09-11,267.33
799,749700,2024-03-08,360.24
800,653167,2022-06-05,982.01
801,274068,2024-05-14,157.02
802,274068,2024-08-08,732.97
803,749700,2022-12-16,109.45
804,379154,2024-01-29,764.46
805,997391,2024-02-15,988.01
806,379154,2021-03-26,813.57
807,653167,2024-02-12,47.99
808,653167,2024-09-26,827.56
809,749700,2022-11-17,551.79
810,653167,2024-07-12,337.87
811,274068,2021-04-27,238.3
812,379154,2024-08-23,633.37
813,749700,2024-05-29,323.11
814,653167,2024-01-29,929.35
815,379154,2022-11-18,617.08
816,653167,2024-02-15,574.39
817,274068,2022-04-02,705.1
818,274068,2024-08-18,723.14
819,749700,2022-09-16,660.55
820,274068,2023-02-20,809.18
821,274068,2024-07-08,91.67
822,653167,2024-06-14,487.86
823,379154,2021-10-11,176.58
824,379154,2024-07-11,58.35
825,749700,2024-09-14,693.36
826,274068,2024-05-20,239.85
827,749700,2023-04-19,163.8
828,749700,2024-07-26,256.57
829,749700,2024-02-16,46.58
830,997391,2024-05-13,163.66
831,274068,2022-08-20,367.88
832,379154,2024-05-19,276.97
833,274068,2024-02-12,43.75
834,274068,2024-01-26,231.7
835,379154,2024-08-14,984.51
836,997391,2023-04-13,152.78
837,749700,2024-05-23,782.87
838,749700,2024-08-22,583.81
839,997391,2024-02-12,46.04
840,274068,2024-03-02,107.08
841,749700,2024-04-24,596.51
842,997391,2024-08-19,653.36
843,274068,2022-06-18,988.53
844,653167,2024-03-13,191.53
845,653167,2023-05-09,263.23
846,749700,2022-05-13,597.09
847,379154,2024-03-01,923.08
848,653167,2024-05-10,951.74
849,379154,2024-05-15,258.12
850,379154,2024-05-20,40.09
851,379154,2024-03-02,171.2
852,749700,2024-02-19,10.56
853,997391,2024-09-14,331.0
854,749700,2024-07-10,527.11
855,997391,2024-06-08,299.09
856,653167,2024-07-01,278.57
857,653167,2024-01-22,413.06
858,997391,2022-07-14,769.72
859,653167,2022-06-16,940.06
860,653167,2024-02-27,642.02
861,379154,2024-05-19,584.99
862,274068,2024-09-14,965.99
863,379154,2024-04-11,865.7
864,379154,2022-12-02,28.12
865,749700,2024-06-05,809.33
866,997391,2024-06-20,958.97
867,653167,2024-04-02,956.2
868,653167,2024-01-16,672.89
869,749700,2024-03-16,579.48
870,653167,2023-11-24,684.2
871,749700,2024-07-06,445.58
872,749700,2024-07-17,79.92
