stock_id,date,closing_price
STK1,14/09/2022,394.31
STK1,15/09/2022,395.82
STK1,16/09/2022,397.13
STK1,17/09/2022,398.39
STK1,18/09/2022,399.35
STK1,19/09/2022,400.71
STK1,20/09/2022,402.63
STK1,21/09/2022,403.53
STK1,22/09/2022,404.51
STK1,23/09/2022,406.03
STK1,24/09/2022,406.62
STK1,25/09/2022,407.6
STK1,26/09/2022,409.43
STK1,27/09/2022,410.48
STK1,28/09/2022,411.97
STK1,29/09/2022,412.9
STK1,30/09/2022,413.43
STK1,01/10/2022,414.94
STK1,02/10/2022,415.6
STK1,03/10/2022,417
STK1,04/10/2022,417.59
STK1,05/10/2022,418.56
STK1,06/10/2022,419.13
STK1,07/10/2022,420.26
STK1,08/10/2022,422.13
STK1,09/10/2022,423.2
STK1,10/10/2022,425.07
STK1,11/10/2022,426.3
STK1,12/10/2022,427.82
STK1,13/10/2022,429.04
STK1,14/10/2022,430.87
STK1,15/10/2022,432.32
STK1,16/10/2022,432.98
STK1,17/10/2022,434.32
STK1,18/10/2022,435.18
STK1,19/10/2022,436.54
STK1,20/10/2022,437.06
STK1,21/10/2022,437.6
STK1,22/10/2022,438.86
STK1,23/10/2022,440.25
STK1,24/10/2022,441.4
STK1,25/10/2022,442.88
STK1,26/10/2022,443.5
STK1,27/10/2022,444.53
STK1,28/10/2022,446.15
STK1,29/10/2022,447.77
STK1,30/10/2022,449.73
STK1,31/10/2022,451.15
STK1,01/11/2022,452.82
STK1,02/11/2022,454.33
STK1,03/11/2022,456.2
STK1,04/11/2022,457.15
STK1,05/11/2022,457.75
STK1,06/11/2022,458.38
STK1,07/11/2022,459.03
STK1,08/11/2022,459.97
STK1,09/11/2022,460.79
STK1,10/11/2022,462.21
STK1,11/11/2022,463.76
STK1,12/11/2022,464.63
STK1,13/11/2022,466.28
STK1,14/11/2022,466.85
STK1,15/11/2022,467.67
STK1,16/11/2022,468.21
STK1,17/11/2022,468.79
STK1,18/11/2022,469.39
STK1,19/11/2022,471.29
STK1,20/11/2022,471.96
STK1,21/11/2022,472.97
STK1,22/11/2022,473.99
STK1,23/11/2022,474.99
STK1,24/11/2022,476.4
STK1,25/11/2022,478.05
STK1,26/11/2022,479.22
STK1,27/11/2022,480.46
STK1,28/11/2022,481.42
STK1,29/11/2022,482.29
STK1,30/11/2022,483.49
STK1,01/12/2022,485.16
STK1,02/12/2022,485.72
STK1,03/12/2022,487
STK1,04/12/2022,488.34
STK1,05/12/2022,489.93
STK1,06/12/2022,490.48
STK1,07/12/2022,491.49
STK1,08/12/2022,493.39
STK1,09/12/2022,494.91
STK1,10/12/2022,496.34
STK1,11/12/2022,498.06
STK1,12/12/2022,498.74
STK1,13/12/2022,500.27
STK1,14/12/2022,501.03
STK1,15/12/2022,502.95
STK1,16/12/2022,503.8
STK1,17/12/2022,504.48
STK1,18/12/2022,506.09
STK1,19/12/2022,507.04
STK1,20/12/2022,507.72
STK1,21/12/2022,508.24
STK1,22/12/2022,508.93
STK1,23/12/2022,510.14
STK1,24/12/2022,511.71
STK1,25/12/2022,512.54
STK1,26/12/2022,513.99
STK1,27/12/2022,514.99
STK1,28/12/2022,515.68
STK1,29/12/2022,516.85
STK1,30/12/2022,518.01
STK1,31/12/2022,519.66
STK1,01/01/2023,520.3
STK1,02/01/2023,521.64
STK1,03/01/2023,523.42
STK1,04/01/2023,525.12
STK1,05/01/2023,525.81
STK1,06/01/2023,526.37
STK1,07/01/2023,527.28
STK1,08/01/2023,528.42
STK1,09/01/2023,530.06
STK1,10/01/2023,531.36
STK1,11/01/2023,531.96
STK1,12/01/2023,533.22
STK1,13/01/2023,534.36
STK1,14/01/2023,535.73
STK1,15/01/2023,537.69
STK1,16/01/2023,539.39
STK1,17/01/2023,540.47
STK1,18/01/2023,541.75
STK1,19/01/2023,542.46
STK1,20/01/2023,543.26
STK1,21/01/2023,544.56
STK1,22/01/2023,545.17
STK1,23/01/2023,546.11
STK1,24/01/2023,546.87
STK1,25/01/2023,548.77
STK1,26/01/2023,549.96
STK1,27/01/2023,551.68
STK1,28/01/2023,552.39
STK1,29/01/2023,554.22
STK1,30/01/2023,555.93
STK1,31/01/2023,556.91
STK1,01/02/2023,557.91
STK1,02/02/2023,559.05
STK1,03/02/2023,560.82
STK1,04/02/2023,562.77
STK1,05/02/2023,564.76
STK1,06/02/2023,566.27
STK1,07/02/2023,567.15
STK1,08/02/2023,567.8
STK1,09/02/2023,568.45
STK1,10/02/2023,569.09
STK1,11/02/2023,569.7
STK1,12/02/2023,570.29
STK1,13/02/2023,572.01
STK1,14/02/2023,573.36
STK1,15/02/2023,575.17
STK1,16/02/2023,576.56
STK1,17/02/2023,577.88
STK1,18/02/2023,578.89
STK1,19/02/2023,580.73
STK1,20/02/2023,582.3
STK1,21/02/2023,583.18
STK1,22/02/2023,583.75
STK1,23/02/2023,584.56
STK1,24/02/2023,586.21
STK1,25/02/2023,586.79
STK1,26/02/2023,587.58
STK1,27/02/2023,588.86
STK1,28/02/2023,590.29
STK1,01/03/2023,591.14
STK1,02/03/2023,592.72
STK1,03/03/2023,593.35
STK1,04/03/2023,594.21
STK1,05/03/2023,596.16
STK1,06/03/2023,596.97
STK1,07/03/2023,597.51
STK1,08/03/2023,598.6
STK1,09/03/2023,599.62
STK1,10/03/2023,601.57
STK1,11/03/2023,602.29
STK1,12/03/2023,604.03
STK1,13/03/2023,605.04
STK1,14/03/2023,606.3
STK1,15/03/2023,607.36
STK1,16/03/2023,608.98
STK1,17/03/2023,610.94
STK1,18/03/2023,612.04
STK1,19/03/2023,613.58
STK1,20/03/2023,614.28
STK1,21/03/2023,615.24
STK1,22/03/2023,616.94
STK1,23/03/2023,617.89
STK1,24/03/2023,619.19
STK1,25/03/2023,620.48
STK1,26/03/2023,621.26
STK1,27/03/2023,622.11
STK1,28/03/2023,623.43
STK1,29/03/2023,624.3
STK1,30/03/2023,625.68
STK1,31/03/2023,626.95
STK1,01/04/2023,628.18
STK1,02/04/2023,629.96
STK1,03/04/2023,631.2
STK1,04/04/2023,632.94
STK1,05/04/2023,634.87
STK1,06/04/2023,636.28
STK1,07/04/2023,637.46
STK1,08/04/2023,639.25
STK1,09/04/2023,640.68
STK1,10/04/2023,641.27
STK1,11/04/2023,642.37
STK1,12/04/2023,643.53
STK1,13/04/2023,644.15
STK1,14/04/2023,645.1
STK1,15/04/2023,645.92
STK1,16/04/2023,647.56
STK1,17/04/2023,649.03
STK1,18/04/2023,650.77
STK1,19/04/2023,652.65
STK1,20/04/2023,654.17
STK1,21/04/2023,655.23
STK1,22/04/2023,656.83
STK1,23/04/2023,657.72
STK1,24/04/2023,659.37
STK1,25/04/2023,661.26
STK1,26/04/2023,662.18
STK1,27/04/2023,662.77
STK1,28/04/2023,664.4
STK1,29/04/2023,665.78
STK1,30/04/2023,666.48
STK1,01/05/2023,668.45
STK1,02/05/2023,669.34
STK1,03/05/2023,670.48
STK1,04/05/2023,671.42
STK1,05/05/2023,673.14
STK1,06/05/2023,674.2
STK1,07/05/2023,675.81
STK1,08/05/2023,676.99
STK1,09/05/2023,677.8
STK1,10/05/2023,678.89
STK1,11/05/2023,679.83
STK1,12/05/2023,681.72
STK1,13/05/2023,683.32
STK1,14/05/2023,685.04
STK1,15/05/2023,686.05
STK1,16/05/2023,688
STK1,17/05/2023,688.93
STK1,18/05/2023,689.66
STK1,19/05/2023,690.65
STK1,20/05/2023,692.05
STK1,21/05/2023,692.71
STK1,22/05/2023,694.71
STK1,23/05/2023,695.69
STK1,24/05/2023,696.84
STK1,25/05/2023,698.25
STK1,26/05/2023,699.64
STK1,27/05/2023,700.3
STK1,28/05/2023,701.12
STK1,29/05/2023,702.39
STK1,30/05/2023,703.8
STK1,31/05/2023,705.4
STK1,01/06/2023,707.12
STK1,02/06/2023,707.63
STK1,03/06/2023,708.94
STK1,04/06/2023,709.83
STK1,05/06/2023,711.62
STK1,06/06/2023,712.37
STK1,07/06/2023,713.61
STK1,08/06/2023,714.53
STK1,09/06/2023,715.53
STK1,10/06/2023,716.21
STK1,11/06/2023,716.71
STK1,12/06/2023,717.29
STK1,13/06/2023,718
STK1,14/06/2023,719.24
STK1,15/06/2023,720.52
STK1,16/06/2023,721.71
STK1,17/06/2023,723
STK1,18/06/2023,723.85
STK1,19/06/2023,724.92
STK1,20/06/2023,725.67
STK1,21/06/2023,726.23
STK1,22/06/2023,726.8
STK1,23/06/2023,728.29
STK1,24/06/2023,730.28
STK1,25/06/2023,730.8
STK1,26/06/2023,732.4
STK1,27/06/2023,733.02
STK1,28/06/2023,734.03
STK1,29/06/2023,734.88
STK1,30/06/2023,735.53
STK1,01/07/2023,737.34
STK1,02/07/2023,739.24
STK1,03/07/2023,740.77
STK1,04/07/2023,741.91
STK1,05/07/2023,743.63
STK1,06/07/2023,744.23
STK1,07/07/2023,744.96
STK1,08/07/2023,745.74
STK1,09/07/2023,746.38
STK1,10/07/2023,747.14
STK1,11/07/2023,749.04
STK1,12/07/2023,750.74
STK1,13/07/2023,751.31
STK1,14/07/2023,752.19
STK1,15/07/2023,754.02
STK1,16/07/2023,755.21
STK1,17/07/2023,755.96
STK1,18/07/2023,756.57
STK1,19/07/2023,758.35
STK1,20/07/2023,760.28
STK1,21/07/2023,761.92
STK1,22/07/2023,763.68
STK1,23/07/2023,764.46
STK1,24/07/2023,765.07
STK1,25/07/2023,766.81
STK1,26/07/2023,768.3
STK1,27/07/2023,768.97
STK1,28/07/2023,770.54
STK1,29/07/2023,772.47
STK1,30/07/2023,774.39
STK1,31/07/2023,776.11
STK1,01/08/2023,777.28
STK1,02/08/2023,778.49
STK1,03/08/2023,779.45
STK1,04/08/2023,781.01
STK1,05/08/2023,782.97
STK1,06/08/2023,783.57
STK1,07/08/2023,785.37
STK1,08/08/2023,786.84
STK1,09/08/2023,788.46
STK1,10/08/2023,789.17
STK1,11/08/2023,789.92
STK1,12/08/2023,790.82
STK1,13/08/2023,791.35
STK1,14/08/2023,793.02
STK1,15/08/2023,794.86
STK1,16/08/2023,796.57
STK1,17/08/2023,797.14
STK1,18/08/2023,798.85
STK1,19/08/2023,800.65
STK1,20/08/2023,801.38
STK1,21/08/2023,802.47
STK1,22/08/2023,803.56
STK1,23/08/2023,805.07
STK1,24/08/2023,805.78
STK1,25/08/2023,807.09
STK1,26/08/2023,808.66
STK1,27/08/2023,809.65
STK1,28/08/2023,810.38
STK1,29/08/2023,811.26
STK1,30/08/2023,812.21
STK1,31/08/2023,813.5
STK1,01/09/2023,814.81
STK1,02/09/2023,815.99
STK1,03/09/2023,817.06
STK1,04/09/2023,817.93
STK1,05/09/2023,818.66
STK1,06/09/2023,819.85
STK1,07/09/2023,820.83
STK1,08/09/2023,821.73
STK1,09/09/2023,822.44
STK1,10/09/2023,823.02
STK1,11/09/2023,824.43
STK1,12/09/2023,826.23
STK1,13/09/2023,827.87
STK1,14/09/2023,829.36
STK1,15/09/2023,830.06
STK1,16/09/2023,831.86
STK1,17/09/2023,833.4
STK1,18/09/2023,834.62
STK1,19/09/2023,835.33
STK1,20/09/2023,836.76
STK1,21/09/2023,838.57
STK1,22/09/2023,839.17
STK1,23/09/2023,840.4
STK1,24/09/2023,840.91
STK1,25/09/2023,841.71
STK1,26/09/2023,843.51
STK1,27/09/2023,845.44
STK1,28/09/2023,847.3
STK1,29/09/2023,847.91
STK1,30/09/2023,849.3
STK1,01/10/2023,850.52
STK1,02/10/2023,852.28
STK1,03/10/2023,853.25
STK1,04/10/2023,854.03
STK1,05/10/2023,855.41
STK1,06/10/2023,856.51
STK1,07/10/2023,857.19
STK1,08/10/2023,858.62
STK1,09/10/2023,860.1
STK1,10/10/2023,861.54
STK1,11/10/2023,862.58
STK1,12/10/2023,863.19
STK1,13/10/2023,864.66
STK1,14/10/2023,865.19
STK1,15/10/2023,866.05
STK1,16/10/2023,867.79
STK1,17/10/2023,868.36
STK1,18/10/2023,868.94
STK1,19/10/2023,870.94
STK1,20/10/2023,872.77
STK1,21/10/2023,874.22
STK1,22/10/2023,875.03
STK1,23/10/2023,875.56
STK1,24/10/2023,876.16
STK1,25/10/2023,878.09
STK1,26/10/2023,879.65
STK1,27/10/2023,881.62
STK1,28/10/2023,882.84
STK1,29/10/2023,884.74
STK1,30/10/2023,885.33
STK1,31/10/2023,886.94
STK1,01/11/2023,887.81
STK1,02/11/2023,888.62
STK1,03/11/2023,889.72
STK1,04/11/2023,891.25
STK1,05/11/2023,893.04
STK1,06/11/2023,893.86
STK1,07/11/2023,895.36
STK1,08/11/2023,897.1
STK1,09/11/2023,898.3
STK1,10/11/2023,899.01
STK1,11/11/2023,900.27
STK1,12/11/2023,901
STK1,13/11/2023,902.77
STK1,14/11/2023,904
STK1,15/11/2023,905.79
STK1,16/11/2023,906.69
STK1,17/11/2023,908.42
STK1,18/11/2023,909.42
STK1,19/11/2023,910.05
STK1,20/11/2023,910.82
STK1,21/11/2023,912.04
STK1,22/11/2023,912.63
STK1,23/11/2023,914.53
STK1,24/11/2023,915.31
STK1,25/11/2023,917.08
STK1,26/11/2023,918.19
STK1,27/11/2023,919.23
STK1,28/11/2023,921.19
STK1,29/11/2023,921.81
STK1,30/11/2023,922.63
STK1,01/12/2023,923.7
STK1,02/12/2023,925.47
STK1,03/12/2023,926.9
STK1,04/12/2023,928.56
STK1,05/12/2023,929.84
STK1,06/12/2023,930.53
STK1,07/12/2023,931.82
STK1,08/12/2023,933.44
STK1,09/12/2023,935.4
STK1,10/12/2023,937.07
STK1,11/12/2023,937.61
STK1,12/12/2023,938.54
STK1,13/12/2023,940.32
STK1,14/12/2023,941.49
STK1,15/12/2023,943.14
STK1,16/12/2023,944.81
STK1,17/12/2023,946.5
STK1,18/12/2023,947.06
STK1,19/12/2023,948.81
STK1,20/12/2023,950.09
STK1,21/12/2023,950.81
STK1,22/12/2023,951.52
STK1,23/12/2023,952.69
STK1,24/12/2023,953.91
STK1,25/12/2023,955.8
STK1,26/12/2023,956.82
STK1,27/12/2023,958.76
STK1,28/12/2023,960.36
STK1,29/12/2023,961.64
STK1,30/12/2023,962.36
STK1,31/12/2023,963.89
STK1,01/01/2024,964.5
STK1,02/01/2024,965.81
STK1,03/01/2024,967.57
STK1,04/01/2024,969.32
STK1,05/01/2024,970.64
STK1,06/01/2024,971.74
STK1,07/01/2024,973.49
STK1,08/01/2024,974.98
STK1,09/01/2024,976.43
STK1,10/01/2024,977.69
STK1,11/01/2024,978.79
STK1,12/01/2024,980.37
STK1,13/01/2024,982.18
STK1,14/01/2024,983.96
STK1,15/01/2024,985.62
STK1,16/01/2024,986.49
STK1,17/01/2024,988.4
STK1,18/01/2024,989.22
STK1,19/01/2024,990.67
STK1,20/01/2024,992.48
STK1,21/01/2024,993.35
STK1,22/01/2024,994.12
STK1,23/01/2024,996.02
STK1,24/01/2024,997.64
STK1,25/01/2024,998.61
STK1,26/01/2024,1000.14
STK1,27/01/2024,1001.35
STK1,28/01/2024,1002.55
STK1,29/01/2024,1004.33
STK1,30/01/2024,1005.7
STK1,31/01/2024,1006.68
STK1,01/02/2024,1008.11
STK1,02/02/2024,1010.11
STK1,03/02/2024,1012.06
STK1,04/02/2024,1013.81
STK1,05/02/2024,1015.5
STK1,06/02/2024,1016.68
STK1,07/02/2024,1018.67
STK1,08/02/2024,1019.57
STK1,09/02/2024,1021.09
STK1,10/02/2024,1022.81
STK1,11/02/2024,1024.35
STK1,12/02/2024,1026.28
STK1,13/02/2024,1026.94
STK1,14/02/2024,1028.53
STK1,15/02/2024,1030.46
STK1,16/02/2024,1031.84
STK1,17/02/2024,1033.59
STK1,18/02/2024,1035.24
STK1,19/02/2024,1036.69
STK1,20/02/2024,1038.64
STK1,21/02/2024,1040.33
STK1,22/02/2024,1041.35
STK1,23/02/2024,1041.87
STK1,24/02/2024,1042.42
STK1,25/02/2024,1043.63
STK1,26/02/2024,1044.24
STK1,27/02/2024,1045.81
STK1,28/02/2024,1047.18
STK1,29/02/2024,1048.99
STK1,01/03/2024,1050.06
STK1,02/03/2024,1051.84
STK1,03/03/2024,1052.94
STK1,04/03/2024,1054.75
STK1,05/03/2024,1055.49
STK1,06/03/2024,1056.37
STK1,07/03/2024,1057.25
STK1,08/03/2024,1057.82
STK1,09/03/2024,1058.85
STK1,10/03/2024,1060.23
STK1,11/03/2024,1061.75
STK1,12/03/2024,1063.72
STK1,13/03/2024,1064.33
STK1,14/03/2024,1065.29
STK1,15/03/2024,1065.98
STK1,16/03/2024,1067.09
STK1,17/03/2024,1068.24
STK1,18/03/2024,1069.6
STK1,19/03/2024,1071.56
STK1,20/03/2024,1072.64
STK1,21/03/2024,1073.78
STK1,22/03/2024,1074.38
STK1,23/03/2024,1075.94
STK1,24/03/2024,1077.91
STK1,25/03/2024,1079.53
STK1,26/03/2024,1080.53
STK1,27/03/2024,1082.1
STK1,28/03/2024,1083.43
STK1,29/03/2024,1085.19
STK1,30/03/2024,1086.89
STK1,31/03/2024,1088.23
STK1,01/04/2024,1088.74
STK1,02/04/2024,1089.37
STK1,03/04/2024,1091.35
STK1,04/04/2024,1092.71
STK1,05/04/2024,1093.84
STK1,06/04/2024,1095.61
STK1,07/04/2024,1096.52
STK1,08/04/2024,1097.68
STK1,09/04/2024,1098.51
STK1,10/04/2024,1099.02
STK1,11/04/2024,1099.76
STK1,12/04/2024,1101.5
STK1,13/04/2024,1103.45
STK1,14/04/2024,1104.08
STK1,15/04/2024,1104.66
STK1,16/04/2024,1105.87
STK1,17/04/2024,1107.27
STK1,18/04/2024,1109.09
STK1,19/04/2024,1110.63
STK1,20/04/2024,1111.4
STK1,21/04/2024,1113.25
STK1,22/04/2024,1114.45
STK1,23/04/2024,1115.57
STK1,24/04/2024,1117.39
STK1,25/04/2024,1118.08
STK1,26/04/2024,1119.93
STK1,27/04/2024,1121.56
STK1,28/04/2024,1122.74
STK1,29/04/2024,1124.28
STK1,30/04/2024,1125.66
STK1,01/05/2024,1126.94
STK1,02/05/2024,1128.92
STK1,03/05/2024,1129.91
STK1,04/05/2024,1130.98
STK1,05/05/2024,1132.9
STK1,06/05/2024,1133.79
STK1,07/05/2024,1135.76
STK1,08/05/2024,1136.32
STK1,09/05/2024,1138.16
STK1,10/05/2024,1139.18
STK1,11/05/2024,1139.7
STK1,12/05/2024,1140.89
STK1,13/05/2024,1142.04
STK1,14/05/2024,1143.39
STK1,15/05/2024,1144.43
STK1,16/05/2024,1146.27
STK1,17/05/2024,1147.09
STK1,18/05/2024,1149.07
STK1,19/05/2024,1150.04
STK1,20/05/2024,1150.95
STK1,21/05/2024,1152.24
STK1,22/05/2024,1153.17
STK1,23/05/2024,1154.95
STK1,24/05/2024,1155.63
STK1,25/05/2024,1157
STK1,26/05/2024,1158.66
STK1,27/05/2024,1160.42
STK1,28/05/2024,1161.63
STK1,29/05/2024,1162.56
STK1,30/05/2024,1164.06
STK1,31/05/2024,1165.26
STK1,01/06/2024,1166.37
STK1,02/06/2024,1167.14
STK1,03/06/2024,1167.74
STK1,04/06/2024,1168.68
STK1,05/06/2024,1170.5
STK1,06/06/2024,1172.07
STK1,07/06/2024,1173.83
STK1,08/06/2024,1175.67
STK1,09/06/2024,1177.59
STK1,10/06/2024,1178.8
STK1,11/06/2024,1179.56
STK1,12/06/2024,1180.29
STK1,13/06/2024,1181.75
STK1,14/06/2024,1182.78
STK1,15/06/2024,1184.55
STK1,16/06/2024,1186.07
STK1,17/06/2024,1186.67
STK1,18/06/2024,1188.09
STK1,19/06/2024,1189.92
STK1,20/06/2024,1190.8
STK1,21/06/2024,1191.83
STK1,22/06/2024,1193.52
STK1,23/06/2024,1194.13
STK1,24/06/2024,1195.49
STK1,25/06/2024,1196.5
STK1,26/06/2024,1197.91
STK1,27/06/2024,1199.9
STK1,28/06/2024,1201.01
STK1,29/06/2024,1201.61
STK1,30/06/2024,1203.29
STK1,01/07/2024,1204.61
STK1,02/07/2024,1206.14
STK1,03/07/2024,1207.57
STK1,04/07/2024,1208.38
STK1,05/07/2024,1209.81
STK1,06/07/2024,1210.57
STK1,07/07/2024,1212.06
STK1,08/07/2024,1213.32
STK1,09/07/2024,1215.26
